subject_prefix,course_number,title,class_level
LIT,3338,Literary Theory and Aesthetic Philosophy,Undergraduate
LIT,3339,Writing in Literary Studies,Undergraduate
LIT,3343,European Romanticism,Undergraduate
LIT,3380,Studies in Women s Literature  - Unruly Women,Undergraduate
LIT,3382,Topics in Translated Literature  - World Literature,Undergraduate
LIT,4329,Major Authors  - Faulkner,Undergraduate
LIT,4348,Topics in Literary Studies  - Translation Workshop,Undergraduate
LIT,4390,Capstone,Undergraduate
LIT,4V71,Independent Study in Literature,Undergraduate
LIT,4V99,Senior Honors in Literature,Undergraduate
LIT,5348,Topics in Literary Studies  - Disease/gender Early Mod Lit,Graduate
LIT,6300,Proseminar in Literary Studies,Graduate
LIT,6304,Literary Themes  - The Implied Author,Graduate
LIT,6306,Major Authors  - Faulkner,Graduate
LIT,6308,Studies in Literary Forms and Genres  - Contemp Modernism & Lit Theory,Graduate
LIT,6309,Literary Periods and Movements  - Transcendentalism & Afterlives,Graduate
LIT,6310,Studies in Literary Interpretation  - Narrative Theory &/in Brit Fic,Graduate
LIT,6312,Major Authors  - Toni Morrison,Graduate
LIT,6315,Literary and Critical Theory  - Criticism Now,Graduate
LIT,6319,Translation Theory,Graduate
LIT,6320,Poetry Workshop,Graduate
LIT,6321,Fiction Workshop,Graduate
LIT,6323,Creating Plays and Musicals,Graduate
LIT,6325,Nonfiction Workshop,Graduate
LIT,6326,Translation Workshop,Graduate
LIT,6331,Rhetoric  - Argument in Language of Am Law,Graduate
LIT,6332,Teaching First-Year Writing,Graduate
LIT,6350,Studies in Nineteenth-Century Literature,Graduate
LIT,6360,Literature of the Twentieth Century  - American Lit Post 1945,Graduate
LIT,6370,Literature and Philosophy  - Ordinary Lang Phil & Brit Lit,Graduate
LIT,6371,Literature  Science  and Culture,Graduate
LIT,6372,Literature  Culture  and Society  - Amer Cultural Studies Cold War,Graduate
LIT,6373,Topics in Latin American Literature  - Gabriel Garcia Marquez,Graduate
LIT,6378,Literature and the Holocaust,Graduate
LIT,6380,Translation Workshop,Graduate
LIT,6381,Critical Approaches to Translation,Graduate
LIT,6382,Latin American Literature  - Borges and Theory,Graduate
LIT,6388,Literature and the Holocaust,Graduate
LIT,6393,Topics in Translation Studies  - After Modernist Translation,Graduate
LIT,7300,Writing Workshop,Graduate
LIT,7321,Advanced Creative Writing Workshop,Graduate
LIT,7322,Advanced Translation Workshop,Graduate
LIT,7360,Seminar in Twentieth-Century Literature  - Politics and 20th C Brit Lit,Graduate
LIT,7372,Seminar in Literature and Society  - Psychoanalysis & Culture,Graduate
LIT,7383,Teaching First-Year Writing,Graduate
MAIS,5300,Foundations of Interdisciplinary Inquiry,Graduate
MAIS,5302,Capstone Seminar,Graduate
MAIS,5303,Research Project,Graduate
MAIS,5321,Library Research Skills,Graduate
MAIS,5335,Crisis Communication in Schools and Organizations,Graduate
MAIS,5V03,Internship,Graduate
MAIS,5V38,Co-Op Education,Graduate
MAS,6102,Professional Development,Graduate
MAS,6105,Communications for Management,Graduate
MAS,6V00,Special Topics in Management Science,Graduate
MAS,6V05,Special Topics in Marketing Management  - Phd Seminar in Marketing,Graduate
MAS,6V08,Special Topics in Operations Research  - Doctoral Seminar in Pricing Mg,Graduate
MAS,6V09,Special Topics in Accounting  - Adv Managerial Econ,Graduate
MAS,8V00,Special Topics in Management Science  - Teaching Practicum,Graduate
MAS,8V80,Research Series in Management Science - Operations Research,Graduate
MAS,8V81,Research Series in Management Science - Management Information Systems,Graduate
MAS,8V83,Research Series in Management Science - Business Systems  Marketing,Graduate
MAS,8V90,Research Series in Management Science - Accounting,Graduate
MAS,8V99,Dissertation,Graduate
MATH,1306,College Algebra for the Non-Scientist,Undergraduate
MATH,1314,College Algebra,Undergraduate
MATH,1316,Trigonometry,Undergraduate
MATH,1325,Applied Calculus I,Undergraduate
MATH,1326,Applied Calculus II,Undergraduate
MATH,2306,Analytic Geometry,Undergraduate
MATH,2312,Precalculus,Undergraduate
MATH,2333,Matrices  Vectors  and Their Application,Undergraduate
MATH,2370,Introduction to Programming with MATLAB,Undergraduate
MATH,2413,Differential Calculus,Undergraduate
MATH,2414,Integral Calculus,Undergraduate
MATH,2415,Calculus of Several Variables,Undergraduate
MATH,2417,Calculus I,Undergraduate
MATH,2418,Linear Algebra,Undergraduate
MATH,2419,Calculus II,Undergraduate
MATH,2420,Differential Equations with Applications,Undergraduate
MATH,2451,Multivariable Calculus with Applications,Undergraduate
MATH,2V90,Topics in Mathematics - Level 2  - Calculus Co-op,Undergraduate
MATH,3303,Introduction to Mathematical Modeling,Undergraduate
MATH,3305,Foundations of Measurement and Informal Geometry,Undergraduate
MATH,3307,Mathematical Problem Solving for Teachers,Undergraduate
MATH,3310,Theoretical Concepts of Calculus,Undergraduate
MATH,3311,Abstract Algebra I,Undergraduate
MATH,3312,Abstract Algebra II,Undergraduate
MATH,3315,Discrete Mathematics and Combinatorics,Undergraduate
MATH,3321,Geometry,Undergraduate
MATH,3323,Elementary Number Theory,Undergraduate
MATH,3336,Bioinformatics,Undergraduate
MATH,3351,Advanced Calculus,Undergraduate
MATH,3379,Complex Variables,Undergraduate
MATH,3380,Differential Geometry,Undergraduate
MATH,3397,Mathematical Problem Solving,Undergraduate
MATH,4301,Mathematical Analysis I,Undergraduate
MATH,4302,Mathematical Analysis II,Undergraduate
MATH,4332,Scientific Computing using Python,Undergraduate
MATH,4334,Numerical Analysis,Undergraduate
MATH,4341,Topology,Undergraduate
MATH,4355,Methods of Applied Mathematics,Undergraduate
MATH,4362,Partial Differential Equations,Undergraduate
MATH,4399,Senior Honors in Mathematics,Undergraduate
MATH,4475,Capstone Project,Undergraduate
MATH,4V91,Undergraduate Topics in Mathematics  - Advanced Problem Solving,Undergraduate
MATH,5301,Elementary Analysis I,Graduate
MATH,5302,Elementary Analysis II,Graduate
MATH,5303,Advanced Calculus and Linear Algebra,Graduate
MATH,5305,Practical Applications in Higher Geometry,Graduate
MATH,5390,Topics in Mathematics - Level 5  - Advanced Calc. & Lin. Alg.,Graduate
MATH,6301,Real Analysis,Graduate
MATH,6302,Functional Analysis I,Graduate
MATH,6303,Theory of Complex Functions I,Graduate
MATH,6305,Mathematics of Signal Processing,Graduate
MATH,6309,Differential Geometry,Graduate
MATH,6310,Topology,Graduate
MATH,6311,Abstract Algebra I,Graduate
MATH,6312,Combinatorics and Graph Theory,Graduate
MATH,6313,Numerical Analysis,Graduate
MATH,6315,Ordinary Differential Equations,Graduate
MATH,6316,Differential Equations,Graduate
MATH,6318,Numerical Analysis of Differential Equations,Graduate
MATH,6319,Principles and Techniques in Applied Mathematics I,Graduate
MATH,6320,Principles and Techniques in Applied Mathematics II,Graduate
MATH,6321,Optimization,Graduate
MATH,6322,Mathematical Foundations of Data Science,Graduate
MATH,6324,Applied Dynamical Systems I,Graduate
MATH,6325,Nonlinear Analysis I,Graduate
MATH,6327,Stability and Bifurcations of Switched Systems,Graduate
MATH,6331,Mathematics of Signals  Systems  and Controls,Graduate
MATH,6335,Machine Learning and Control Theory,Graduate
MATH,6340,Numerical Linear Algebra,Graduate
MATH,6342,Scientific Computing,Graduate
MATH,6343,Computational Biology,Graduate
MATH,6345,Mathematical Methods in Medicine and Biology,Graduate
MATH,6346,Medical Image Analysis,Graduate
MATH,6390,Topics in Mathematics - Level 6  - Intro to Compressive Sensing,Graduate
MATH,7313,Partial Differential Equations I,Graduate
MATH,7318,Stochastic Dynamic Programming,Graduate
MATH,7319,Functional Analysis II,Graduate
MATH,7325,Nonlinear Analysis II,Graduate
MATH,7329,Topological and Algebraic Methods in Nonlinear Differential Equations,Graduate
MECH,1100,Introduction to Mechanical Engineering I,Undergraduate
MECH,1208,Introduction to Mechanical Engineering II,Undergraduate
MECH,2120,Mechanics of Materials Laboratory,Undergraduate
MECH,2310,Statics,Undergraduate
MECH,2320,Mechanics of Materials,Undergraduate
MECH,2330,Dynamics,Undergraduate
MECH,2340,Circuits and Applied Electronics,Undergraduate
MECH,3105,Computer Aided Design Laboratory,Undergraduate
MECH,3115,Fluid Mechanics Laboratory,Undergraduate
MECH,3120,Heat Transfer Laboratory,Undergraduate
MECH,3150,Kinematics and Dynamics Laboratory,Undergraduate
MECH,3305,Computer Aided Design,Undergraduate
MECH,3310,Thermodynamics,Undergraduate
MECH,3315,Fluid Mechanics,Undergraduate
MECH,3320,Heat Transfer,Undergraduate
MECH,3340,System Dynamics Modeling and Analysis,Undergraduate
MECH,3350,Kinematics and Dynamics of Mechanical Systems,Undergraduate
MECH,3351,Design of Mechanical Systems,Undergraduate
MECH,3360,Introduction to Materials Science,Undergraduate
MECH,3370,Applied Thermodynamics,Undergraduate
MECH,3380,Introduction to Computational Design and Analysis,Undergraduate
MECH,3381,Introduction to Manufacturing Processes,Undergraduate
MECH,3382,Additive Manufacturing,Undergraduate
MECH,3V95,Topics in Mechanical Engineering  - Mechatronics,Undergraduate
MECH,4110,Systems and Controls Laboratory,Undergraduate
MECH,4301,Intermediate Mechanics of Materials,Undergraduate
MECH,4310,Systems and Controls,Undergraduate
MECH,4320,Applications of Computational Tools in Thermal Fluid Science,Undergraduate
MECH,4330,Intermediate Fluid Mechanics,Undergraduate
MECH,4340,Mechanical Vibrations,Undergraduate
MECH,4342,Introduction to Robotics,Undergraduate
MECH,4345,Soft Robotics  - Soft Robotics,Undergraduate
MECH,4360,Introduction to Nanostructured Materials,Undergraduate
MECH,4365,Energy Analytics,Undergraduate
MECH,4370,Introduction to MEMS,Undergraduate
MECH,4380,HVAC Systems,Undergraduate
MECH,4381,Senior Design Project I,Undergraduate
MECH,4382,Senior Design Project II,Undergraduate
MECH,4V95,Topics in Mechanical Engineering  - Introduction to Robotics,Undergraduate
MECH,4V96,Individual Instruction in Mechanical Engineering  - Practical Plc,Undergraduate
MECH,4V98,Undergraduate Research in Mechanical Engineering  - Computnl Mdlng of Nanostruc,Undergraduate
MECH,5300,Introduction to Materials Science,Graduate
MECH,5370,Introduction to Wind Energy,Graduate
MECH,5373,Thermal Management of Microelectronics,Graduate
MECH,5V95,Topics in Mechanical Engineering  - Intro to Materials Science,Graduate
MECH,6300,Linear Systems,Graduate
MECH,6303,Computer Aided Design,Graduate
MECH,6306,Continuum Mechanics,Graduate
MECH,6308,Haptics and Teleoperated Systems,Graduate
MECH,6309,Intermediate Dynamics,Graduate
MECH,6312,Random Processes,Graduate
MECH,6313,Nonlinear Systems,Graduate
MECH,6314,Engineering Systems  Modeling and Simulation,Graduate
MECH,6316,Digital Control of Automotive Powertrain Systems,Graduate
MECH,6317,Dynamics of Complex Networks and Systems,Graduate
MECH,6318,Engineering Optimization,Graduate
MECH,6323,Robust Control Systems,Graduate
MECH,6324,Robot Control,Graduate
MECH,6325,Optimal Estimation and Kalman Filter,Graduate
MECH,6326,Optimal Control and Dynamic Programming,Graduate
MECH,6327,Convex Optimization in Systems and Controls,Graduate
MECH,6333,Materials Design and Manufacturing,Graduate
MECH,6334,Smart Materials and Structures,Graduate
MECH,6335,Flexible Manufacturing Strategies,Graduate
MECH,6336,Manufacturing and Characterization of Functional Materials  - Mfg & Charact Funct Mater,Graduate
MECH,6337,Systems Engineering  Architecture and Design,Graduate
MECH,6338,Reliability-Based Design,Graduate
MECH,6339,Multidisciplinary Design Optimization,Graduate
MECH,6341,Lithography and Nanofabrication,Graduate
MECH,6342,Renewable Energy Systems Design and Optimization,Graduate
MECH,6347,Introduction to MEMS,Graduate
MECH,6348,Semiconductor Processing Technology,Graduate
MECH,6350,Advanced Solid Mechanics,Graduate
MECH,6351,Finite Element Techniques I,Graduate
MECH,6353,Computational Mechanics,Graduate
MECH,6354,Experimental Mechanics,Graduate
MECH,6355,Viscoelasticity,Graduate
MECH,6356,Fracture Mechanics,Graduate
MECH,6357,Phase Transformations and Kinetic Processes in Materials,Graduate
MECH,6358,Advanced Ceramic Materials,Graduate
MECH,6359,Modern Physical Metallurgy,Graduate
MECH,6367,Mechanical Properties of Materials,Graduate
MECH,6368,Imperfections in Solids,Graduate
MECH,6370,Incompressible Fluid Mechanics,Graduate
MECH,6371,Computational Fluid Dynamics,Graduate
MECH,6372,Turbulent Flows,Graduate
MECH,6373,Convective Heat Transfer,Graduate
MECH,6374,Conductive and Radiative Heat Transfer,Graduate
MECH,6375,Boiling Heat Transfer and Two-Phase Flow,Graduate
MECH,6376,Experimental Thermal and Fluid Dynamics,Graduate
MECH,6377,Advanced Thermodynamics,Graduate
MECH,6383,Plasma Science,Graduate
MECH,6393,Advanced Mathematics for Mechanical Engineers II,Graduate
MECH,6398,Graduate Capstone Project Design I,Graduate
MECH,6V29,"Special Topics in Dynamic Systems and Control  - Prin,mod&contr Wind Energy Sys",Graduate
MECH,6V49,Special Topics in Manufacturing and Design Innovation  - Renewable Enrgy Sys Dsgn & Opt,Graduate
MECH,6V69,Special Topics in Mechanics and Materials  - Modern Physical Metallurgy,Graduate
MECH,6V89,Special Topics in Thermal and Fluid Sciences  - Geophysical Fluid Mechanics,Graduate
MECH,6V95,Topics in Mechanical Engineering  - Adv Electronic Packaging Tech,Graduate
MECH,6V96,"Individual Instruction in Mechanical Engineering  - Adv Microsys, Mods, Integratn",Graduate
MECH,7000,Seminar in Mechanical Engineering,Graduate
MECH,7100,Seminar in Mechanical Engineering,Graduate
MECH,7392,Advanced Mathematics for Mechanical Engineers I,Graduate
MECH,7393,Advanced Mathematics for Mechanical Engineers II,Graduate
MECO,3300,Introduction to Energy Technology,Undergraduate
MECO,3330,Energy Economics,Undergraduate
MECO,3340,Energy Law and Contracts,Undergraduate
MECO,3360,Comparative Institutions of Production and Distribution,Undergraduate
MECO,3361,Comparative Institutions of Production and Distribution II,Undergraduate
MECO,4315,Behavioral Economics and Finance,Undergraduate
MECO,4342,Financial and Business Negotiation Analysis,Undergraduate
MECO,4352,Applied Econometrics and Time Series Analysis,Undergraduate
MECO,6303,Business Economics,Graduate
MECO,6312,Applied Econometrics and Time Series Analysis,Graduate
MECO,6318,Energy Economics,Graduate
MECO,6345,Advanced Managerial Economics,Graduate
MECO,6350,Game Theory,Graduate
MECO,6352,Financial Negotiation and Dispute Resolution,Graduate
MECO,6355,Deal Making Strategies,Graduate
MECO,6360,Topics in Industrial Organization  - Theory of Industrial Org,Graduate
MECO,6368,Advanced Comparative Institutions of Production and Distribution,Graduate
MECO,6V99,Special Topics in Managerial Economics  - Compa Inst of Prod and Dist,Graduate
MECO,7311,Advanced Game Theory,Graduate
MECO,7312,Advanced Statistics and Probability,Graduate
MECO,7313,Applied Econometrics,Graduate
MILS,1111,Military Physical Conditioning I-A,Undergraduate
MILS,1112,Military Physical Conditioning I-B,Undergraduate
MILS,1141,,Undergraduate
MILS,1142,,Undergraduate
MILS,2121,Military Physical Conditioning II-A,Undergraduate
MILS,2122,Military Physical Conditioning II-B,Undergraduate
MILS,2251,,Undergraduate
MILS,2252,,Undergraduate
MILS,2291,,Undergraduate
MILS,3131,Military Physical Conditioning III-A,Undergraduate
MILS,3132,Military Physical Conditioning III-B,Undergraduate
MILS,3341,,Undergraduate
MILS,3342,,Undergraduate
MILS,3370,Military History,Undergraduate
MILS,4141,Military Physical Conditioning IV-A,Undergraduate
MILS,4142,Military Physical Conditioning IV-B,Undergraduate
